Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP
-12.7275,-39.91819,92.1,3
-11.6,-38.86,102.3,3
-10.94,-40.04022,101.9,3
-12.41666667,-41.17667,89.1,3
-12.41861111,-41.17703,101.9,1
-14.57305556,-42.29403,89.3,3
-10.44833056,-40.018194,97.3,65686
-10.46666667,-40.01833,105.1,3
-9.745833333,-41.18853,88.7,3
-13.48416944,-43.355472,95.5,22858
-12.76111111,-43.39497,90.9,3
-12.16027778,-39.93317,90.3,3
-11.63885,-39.905385,97.9,15
-11.65,-39.9,106.5,3
-11.41583333,-40.03017,94.1,3
-12.78444444,-38.84039,90.7,3
-10.35,-38.82167,89.3,3
-9.455277778,-40.08233,90.9,3
-12.08861111,-41.16378,88.7,3
-12.70583333,-44.40067,91.5,3
-14.02138889,-41.12481,88.7,3
-13.54638889,-42.24914,88.9,3
-13.53805556,-39.90986,89.3,3
-11.84722222,-40.07914,91.1,3
-17.41805556,-39.97744,100.5,50
-12.29333333,-38.86283,92.1,3
-13.60166667,-39.94914,90.9,3
-12.39166667,-38.8625,91.7,3
-14.97583333,-41.14108,88.7,3
-10.96305556,-38.87867,91.5,3
-10.96305556,-38.87867,92.7,3
-9.841388889,-39.94817,88.5,3
-13.26805556,-39.96628,88.5,3
-14.3125,-39.93233,88.9,3
-14.19333333,-39.95236,91.9,50
-11.33694444,-42.21325,88.9,3
-10.73277778,-41.13264,88.5,3
-15.29333333,-39.90753,90.9,3
-14.62743056,-39.924219,89.9,1427
-12.08166667,-41.10944,88.5,3
-13.36777778,-39.90689,101.9,3
-13.36666667,-39.90667,106.3,3
-11.59611111,-40.00725,89.7,3
-11.52916667,-40.03203,89.1,3
-11.25861111,-40.09419,88.9,3
-12.96027778,-38.86086,98.3,1
-12.96528056,-38.862333,103.3,481948
-17.2225,-40.0085,88.5,3
-14.86611111,-40.08394,91.7,50
-14.83361111,-40.084694,95.9,5
-14.83444444,-40.08222,99.1,5
-14.83380556,-40.08455,100.1,50
-14.83333333,-40.08375,107.7,15
-12.12,-43.38875,90.9,3
-13.68694444,-39.94794,88.9,3
-10.82698889,-42.268949,91.7,826
-10.82166667,-42.27272,99.3,3
-7.358888889,-39.90456,89.9,3
-2.896944444,-40.01186,91.5,3
-2.883333333,-40.01167,105.9,3
-6.116666667,-39.945,105.1,3
-6.573611111,-40.01236,88.9,3
-3.588888889,-40.05456,92.5,3
-5.520833333,-38.82717,91.1,3
-3.363888889,-39.98317,88.5,3
-6.775,-39.99892,95.1,3
-3.948888889,-39.94317,89.7,3
-3.748055556,-38.85019,89.9,50
-4.578055556,-37.77275,96.9,3
-4.566666667,-37.77667,98.1,3
-4.566666667,-37.77667,106.5,3
-4.371111111,-38.88142,90.9,3
-4.752777778,-40.08328,91.3,3
-7.2125,-40.00461,88.9,3
-4.418333333,-39.9045,89.5,3
-6.323611111,-40.01606,89.3,3
-6.86975,-39.98674,105.3,1
-6.9525,-38.89664,91.1,2148
-6.952222222,-38.89744,102.3,3
-6.73,-38.87169,91.5,3
-5.309722222,-38.89206,91.1,3
-7.310833333,-39.93942,92.7,3
-7.3575,-39.93267,96.7,3
-7.171944444,-38.87783,96.5,3
-3.018888889,-41.11361,88.7,3
-4.371388889,-38.89114,93.3,3
-4.369438889,-38.891111,94.5,3
-4.1825,-38.814694,90.5,50106
-5.1275,-39.97322,90.7,3
-5.127780556,-39.973306,106.1,49735
-7.491666667,-38.89844,93.3,4662
-2.908611111,-40.08483,93.1,3
-4.360277778,-39.93136,102.5,3
-4.346111111,-39.93189,106.3,3
-4.47,-38.89014,89.1,3
-4.232222222,-39.91925,88.7,3
-6.538997222,-39.94856,91.5,3
-4.158888889,-40.09306,100.7,5
-4.130833333,-38.82364,100.3,3
-4.148333333,-38.82653,106.1,3
-6.133083333,-39.98789,88.7,82
-4.647777778,-40.02014,89.3,3
-3.748330556,-38.850192,92.9,650776
-3.824722222,-38.86703,102.3,5
-6.584722222,-39.90558,101.9,3
-3.033888889,-41.12439,98.7,3
-4.273888889,-38.849028,99.5,1
-3.533333333,-40.06567,88.7,3
-5.185833333,-40.06769,92.1,18996
-5.185269444,-40.06772,93.3,3
-7.239169444,-39.938333,97.5,683
-7.234541667,-39.94031,99.1,3
-7.233333333,-39.94,106.5,3
-4.4,-40.09106,88.7,3
-2.917777778,-40.01717,90.9,3
-5.916944444,-39.92678,89.1,3
-6.930555556,-39.95656,88.7,3
-3.791111111,-40.025,91.3,3
-3.745833333,-38.84983,88.9,50
-3.74725,-38.85024,93.9,30
-3.745833333,-38.85003,95.5,15
-3.740561111,-38.852139,96.1,308874
-3.75,-38.85022,96.7,15
-3.747669444,-38.85005,97.7,1315532
-3.748,-38.850119,99.1,515669
-3.747611111,-38.85136,99.9,50
-3.744188889,-38.851003,100.9,903046
-3.745833333,-38.84983,101.7,30
-3.739169444,-38.850583,103.9,3
-3.749166667,-38.85033,105.7,30
-3.743611111,-38.85011,106.5,15
-3.756944444,-38.85528,107.9,5
-4.451944444,-37.77972,88.5,3
-3.76,-40.08164,91.5,3
-4.052777778,-39.94544,90.1,3
-4.046111111,-40.07528,99.5,1
-3.120277778,-40.08261,94.5,1
-3.120277778,-40.08261,92.7,3
-6.888333333,-39.92178,88.9,3
-3.913333333,-40.03833,89.5,3
-3.825269444,-38.867189,104.3,71868
-4.166944444,-40.07475,100.1,3
-4.210555556,-38.89492,97.1,3
-4.408055556,-40.04378,88.5,3
-4.408055556,-40.04044,92.5,1
-4.099166667,-38.84956,95.9,3
-4.085833333,-38.86514,101.3,3
-3.94405,-40.084953,104.7,446
-4.975280556,-38.862778,89.3,791
